Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
AE0118,2025-09-19,Churned,No,No,No,No,No,No,Yes,,,
AE0167,2024-05-31,,,,,,,,,,,
AE0167,2025-05-31,,,,,,,,,,,
AE0283,,,,,,Yes,Yes,No,No,,,
AE0283,2026-01-28,,,,,,,,,,,
AE0497,2023-10-30,,,,,,,,,,,
AE0497,2024-10-30,,,,,,,,,,,
AE0497,2025-10-30,Won,No,No,No,No,No,No,No,,,
AE0736,2023-08-08,,,,,,,,,,,
AE0880,2023-01-31,,,,,,,,,,,
AE0880,2024-01-31,,,,,,,,,,,
AE0975,2023-03-12,,,,,,,,,,,
AE0975,2024-03-12,,,,,,,,,,,
AE0975,2025-03-12,,,,,,,,,,,
AE0975,2025-12-03,Won,No,No,No,No,No,No,No,,,
AE1151,2023-01-03,,,,,,,,,,,
AE1350,,,,,,No,No,No,No,,,
AE1350,2023-04-27,,,,,,,,,,,
AE1350,2024-04-27,,,,,,,,,,,
AE1350,2025-04-27,,,,,,,,,,,
AE1387,,,,,,No,No,No,No,,,
AE1387,2025-05-11,,,,,,,,,No,Neutral,80
AE1618,2023-07-02,,,,,,,,,,,
AE1618,2024-07-02,,,,,,,,,,,
AE1618,2025-02-07,Won,No,No,No,No,No,No,No,,,
AE1618,2025-07-02,,,,,,,,,,,
AE1618,2026-07-02,,,,,,,,,,,
AE2046,2023-07-04,,,,,,,,,,,
AE2296,,,,,,No,No,No,No,,,
AE2296,2023-08-06,,,,,,,,,,,
AE2296,2024-08-06,,,,,,,,,,,
AE2296,2025-08-06,,,,,,,,,,,
AE2350,2023-12-16,,,,,,,,,,,
AE2350,2024-12-16,,,,,,,,,,,
AE2648,2023-04-14,,,,,,,,,,,
AE2648,2024-04-14,,,,,,,,,,,
AE2648,2025-04-14,,,,,,,,,,,
AE2724,2025-04-15,Won,No,unknown,No,No,No,No,No,,,
AE2866,2023-10-02,,,,,,,,,,,
AE2866,2024-10-02,,,,,,,,,,,
AE2866,2025-02-10,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AE2866,2025-02-10,Won,No,No,No,No,No,No,No,,,
AE2866,2025-10-02,,,,,,,,,,,
AE2866,2026-10-02,,,,,,,,,,,
AE2871,,,,,,No,No,No,No,,,
AE2871,2025-03-21,,,,,,,,,,,
AE2874,,,,,,Yes,Yes,Yes,No,,,
AE2874,2023-06-01,,,,,,,,,,,
AE2874,2024-06-01,,,,,,,,,,,
AE2874,2025-06-01,,,,,,,,,,,
AE3575,,,,,,No,No,No,No,,,
AE3575,2025-01-17,,,,,,,,,,,
AE3575,2026-01-17,,,,,,,,,,,
AE3806,2024-12-18,,,,,,,,,,,
AE3806,2025-12-18,,,,,,,,,,,
AE4304,,,,,,No,No,No,No,,,
AE4304,2025-06-09,,,,,,,,,No,Not Discussed,Not Discussed
AE4321,2025-10-11,Won,No,No,No,No,No,No,No,,,
AE4321,2025-11-10,,,,,,,,,No,Neutral,Not Discussed
AE4702,2025-02-28,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AE4702,2025-02-28,Won,No,No,No,No,Yes,No,No,,,
AE4702,2026-02-28,,,,,,,,,,,
AE4711,2025-11-12,,,,,,,,,,,
AE4711,2025-12-11,Won,Yes,No,No,No,Yes,No,Yes,,,
AE4779,,,,,,No,No,No,Yes,,,
AE4779,2024-08-11,,,,,,,,,,,
AE4799,2023-06-23,,,,,,,,,,,
AE4799,2024-06-23,Won,No,No,No,No,No,No,No,,,
AE4799,2025-06-23,,,,,,,,,,,
AE4912,2023-10-10,,,,,,,,,,,
AE4912,2024-10-10,,,,,,,,,,,
AE5236,2023-01-21,,,,,,,,,,,
AE5236,2024-01-21,,,,,,,,,,,
AE5370,2025-04-11,Won,Yes,unknown,Yes,Yes,Yes,No,Yes,,,
AE5370,2025-11-04,,,,,,,,,No,Neutral,Not Discussed
AE5387,2025-03-31,Won,No,unknown,No,No,No,No,No,,,
AE5744,,,,,,No,No,No,No,,,
AE5744,2023-01-19,,,,,,,,,,,
AE5744,2024-01-19,,,,,,,,,,,
AE5744,2025-01-19,,,,,,,,,,,
AE5744,2026-01-19,,,,,,,,,,,
AE5755,2023-05-18,,,,,,,,,,,
AE5755,2024-05-18,,,,,,,,,,,
AE5755,2025-05-18,,,,,,,,,,,
AE5853,,,,,,No,No,No,No,,,
AE5922,2023-02-28,,,,,,,,,,,
AE5922,2024-02-28,,,,,,,,,,,
AE5993,2024-11-29,Won,No,No,No,No,No,No,No,,,
AE5993,2025-11-29,Won,No,No,No,No,No,No,No,,,
AE6233,2024-11-10,Won,No,No,No,No,No,No,No,,,
AE6233,2025-11-10,Won,No,No,No,No,No,No,No,,,
AE6472,,,,,,No,No,No,No,,,
AE6472,2023-06-02,,,,,,,,,,,
AE6472,2024-06-02,,,,,,,,,,,
AE6472,2025-06-02,,,,,,,,,,,
AE6720,2023-06-19,,,,,,,,,,,
AE6720,2024-06-19,,,,,,,,,,,
AE6720,2025-06-19,Won,No,No,No,No,No,No,No,,,
AE6844,2025-02-26,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AE6844,2025-02-26,Won,No,No,No,No,No,No,No,,,
AE7044,,,,,,No,No,No,No,,,
AE7044,2024-09-29,,,,,,,,,,,
AE7044,2025-09-29,,,,,,,,,,,
AE7407,2023-04-04,,,,,,,,,,,
AE7407,2024-04-04,,,,,,,,,,,
AE7407,2025-04-04,Churned,No,unknown,No,No,No,No,No,,,
AE7571,2023-11-25,,,,,,,,,,,
AE7571,2024-11-25,Won,No,No,No,No,No,No,No,,,
AE7571,2025-11-25,,,,,,,,,,,
AE7655,2023-12-13,,,,,,,,,,,
AE7655,2024-12-13,,,,,,,,,,,
AE7667,2025-03-22,Churned,No,No,Yes,No,No,No,No,,,
AE7708,,,,,,No,Yes,No,Yes,,,
AE7708,2025-07-24,,,,,,,,,,,
AE7735,2024-08-20,Won,No,Yes,No,No,No,No,No,,,
AE7906,,,,,,No,No,No,No,,,
AE7906,2023-05-02,,,,,,,,,,,
AE7906,2024-05-02,,,,,,,,,,,
AE7906,2025-05-02,,,,,,,,,,,
AE7906,2026-05-02,,,,,,,,,,,
AE8061,2023-07-16,,,,,,,,,,,
AE8061,2024-07-16,,,,,,,,,,,
AE8061,2025-07-16,Won,No,No,No,No,No,No,No,,,
AE8207,2024-01-13,,,,,,,,,,,
AE8207,2025-01-13,Won,No,No,No,No,No,No,No,,,
AE8207,2026-01-13,,,,,,,,,,,
AE8278,2023-04-25,,,,,,,,,,,
AE8278,2024-04-25,,,,,,,,,,,
AE8818,2023-06-21,,,,,,,,,,,
AE8826,2025-08-13,,,,,,,,,,,
AE8961,2023-11-16,,,,,,,,,,,
AE8961,2024-11-16,,,,,,,,,,,
AE8961,2025-11-16,Churned,No,No,No,No,No,No,No,,,
AE9025,2025-03-26,Churned,No,unknown,No,No,No,No,No,,,
AE9247,2025-06-25,Won,No,No,No,No,No,No,No,,,
AE9264,,,,,,No,No,No,No,,,
AE9264,2026-01-22,,,,,,,,,,,
AE9291,2023-12-06,,,,,,,,,,,
AE9291,2024-06-12,Won,No,No,No,No,No,No,No,,,
AE9291,2024-12-06,,,,,,,,,,,
AE9291,2025-12-06,,,,,,,,,,,
AE9335,2023-12-22,,,,,,,,,,,
AE9335,2024-12-22,Won,No,No,No,No,No,No,No,,,
AE9335,2025-12-22,Won,No,No,No,No,No,No,No,,,
AE9377,,,,,,No,No,No,Yes,,,
AE9686,2023-12-02,,,,,,,,,,,
AE9686,2024-12-02,,,,,,,,,,,
AE9686,2025-12-02,,,,,,,,,,,
AE9686,2026-12-02,,,,,,,,,,,
AF0225,,,,,,No,No,No,No,,,
AF0225,2023-05-29,,,,,,,,,,,
AF0225,2024-05-29,,,,,,,,,,,
AF0225,2025-05-29,,,,,,,,,,,
AF0289,,,,,,No,No,No,No,,,
AF0289,2026-02-19,,,,,,,,,,,
AF0296,2024-04-30,Won,No,Yes,No,No,No,No,No,,,
AF0296,2025-04-30,Won,No,Yes,No,No,No,No,No,,,
AF0836,2025-12-24,,,,,,,,,,,
AF0868,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AF0868,,,,,,No,No,No,No,,,
AF0868,2025-01-17,,,,,,,,,,,
AF0868,2026-01-17,,,,,,,,,,,
AF1047,2023-06-24,,,,,,,,,,,
AF1047,2024-12-10,,,,,,,,,,,
AF1252,,,,,,No,No,No,No,,,
AF1667,2023-10-11,,,,,,,,,,,
AF1667,2024-10-11,,,,,,,,,,,
AF1667,2024-11-10,Won,unknown,No,No,No,No,No,No,,,
AF1667,2025-10-11,,,,,,,,,,,
AF1713,,,,,,No,No,No,No,,,
AF1969,2024-09-18,Won,No,Yes,No,No,No,No,No,,,
AF1971,2023-12-21,,,,,,,,,,,
AF1971,2024-12-21,,,,,,,,,,,
AF1971,2025-12-21,Won,No,No,No,No,No,No,No,,,
AF2042,2023-01-18,,,,,,,,,,,
AF2042,2024-01-18,,,,,,,,,,,
AF2042,2025-01-18,,,,,,,,,,,
AF2042,2026-01-18,Won,No,No,No,,,,,,,
AF2553,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AF2553,,,,,,No,No,No,No,,,
AF2553,2023-07-02,,,,,,,,,,,
AF2553,2024-07-02,,,,,,,,,,,
AF2553,2025-07-02,,,,,,,,,,,
AF2553,2026-07-02,,,,,,,,,,,
AF2686,2023-05-15,,,,,,,,,,,
AF2686,2024-05-15,Won,No,No,No,,,,,,,
AF2686,2025-05-15,,,,,,,,,,,
AF2711,,,,,,No,No,No,No,,,
AF2711,2024-01-31,,,,,,,,,,,
AF2711,2025-01-31,,,,,,,,,,,
AF2711,2026-01-31,,,,,,,,,,,
AF2845,,,,,,No,No,No,No,,,
AF2845,2025-05-20,,,,,,,,,,,
AF2894,,,,,,No,No,No,No,,,
AF2894,2026-01-31,,,,,,,,,,,
AF2900,,,,,,No,Yes,Yes,No,,,
AF3164,2024-12-03,Won,No,unknown,No,,,,,,,
AF3164,2025-12-03,Won,No,No,No,,,,,,,
AF3408,,,,,,No,No,No,No,,,
AF3809,2024-05-23,Won,No,No,Yes,No,No,No,No,,,
AF3924,2023-04-07,,,,,,,,,,,
AF3924,2024-04-07,,,,,,,,,,,
AF3924,2025-04-07,,,,,,,,,,,
AF4099,2023-06-17,,,,,,,,,,,
AF4099,2024-06-17,,,,,,,,,,,
AF4359,,,,,,No,No,No,No,,,
AF4359,2025-05-14,,,,,,,,,No,Satisfied,90
AF4368,2023-12-21,,,,,,,,,,,
AF4368,2024-12-21,,,,,,,,,,,
AF4368,2025-12-21,Won,No,No,No,No,No,No,No,,,
AF4598,2024-05-24,Won,No,No,No,No,No,No,No,,,
AF4674,,,,,,No,No,No,No,,,
AF4721,2023-05-31,,,,,,,,,,,
AF4721,2024-05-31,,,,,,,,,,,
AF4721,2025-05-31,,,,,,,,,,,
AF4921,,,,,,No,No,No,No,,,
AF4921,2025-11-06,,,,,,,,,,,
AF5076,,,,,,No,No,No,No,,,
AF5076,2024-06-21,,,,,,,,,,,
AF5076,2025-06-21,,,,,,,,,,,
AF5796,2023-11-01,,,,,,,,,,,
AF5796,2024-11-01,,,,,,,,,,,
AF5796,2025-11-01,,,,,,,,,,,
AF5796,2026-11-01,,,,,,,,,,,
AF5831,2025-06-12,,,,,,,,,,,
AF5831,2025-12-06,Won,No,No,No,No,No,No,No,,,
AF5853,2024-09-21,Won,No,No,No,No,No,No,No,,,
AF5853,2025-09-21,Won,No,No,No,No,No,No,No,,,
AF5913,,,,,,No,No,No,No,,,
AF5913,2026-01-13,,,,,,,,,,,
AF6271,,,,,,No,No,No,No,,,
AF6271,2023-06-07,,,,,,,,,,,
AF6271,2024-06-07,,,,,,,,,,,
AF6271,2025-06-07,,,,,,,,,,,
AF6341,2024-03-17,,,,,,,,,,,
AF6539,2023-11-22,,,,,,,,,,,
AF6793,,,,,,No,No,No,No,,,
AF6988,,,,,,No,No,No,No,,,
AF6988,2023-01-19,,,,,,,,,,,
AF6988,2024-01-19,,,,,,,,,,,
AF6988,2025-01-19,,,,,,,,,,,
AF6988,2026-01-19,,,,,,,,,,,
AF7087,2023-05-26,,,,,,,,,,,
AF7087,2024-05-26,,,,,,,,,,,
AF7087,2025-05-26,Won,No,No,No,No,No,No,No,,,
AF7143,2023-03-28,,,,,,,,,,,
AF7143,2024-03-28,,,,,,,,,,,
AF7143,2025-03-28,Churned,No,unknown,Yes,No,No,No,No,,,
AF7227,2025-12-16,Won,No,Yes,No,,,,,,,
AF7284,2024-04-20,,,,,,,,,,,
AF7284,2025-04-20,Won,No,No,No,No,No,No,No,,,
AF7304,2023-09-01,,,,,,,,,,,
AF7304,2024-09-01,,,,,,,,,,,
AF7858,,,,,,No,No,No,No,,,
AF7944,,,,,,No,Yes,No,No,,,
AF7944,2023-05-14,,,,,,,,,,,
AF7944,2024-05-14,,,,,,,,,,,
AF7944,2025-05-14,,,,,,,,,,,
AF8028,2024-11-18,Won,No,No,No,No,No,No,No,,,
AF8172,,,,,,No,No,No,No,,,
AF8172,2023-06-17,,,,,,,,,,,
AF8172,2024-06-17,,,,,,,,,,,
AF8172,2025-06-17,,,,,,,,,,,
AF8183,2023-12-02,,,,,,,,,,,
AF8183,2024-12-02,,,,,,,,,,,
AF8183,2025-02-12,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AF8183,2025-02-12,Won,No,No,No,No,No,No,No,,,
AF8183,2025-12-02,,,,,,,,,,,
AF8183,2026-12-02,,,,,,,,,,,
AF8370,,,,,,No,No,No,No,,,
AF8456,,,,,,No,No,No,No,,,
AF8490,2023-01-26,,,,,,,,,,,
AF8619,2023-09-02,,,,,,,,,,,
AF8619,2024-09-02,,,,,,,,,,,
AF8693,2024-11-03,Won,No,No,No,No,No,No,No,,,
AF8693,2025-11-03,Won,No,No,Yes,No,No,No,No,,,
AF8874,,,,,,No,No,No,No,,,
AF8874,2023-10-12,,,,,,,,,,,
AF8874,2024-10-12,,,,,,,,,,,
AF8874,2025-10-12,,,,,,,,,,,
AF8982,2023-06-23,,,,,,,,,,,
AF8982,2024-06-23,,,,,,,,,,,
AF9044,2023-01-24,,,,,,,,,,,
AF9139,,,,,,No,No,No,No,,,
AF9526,2023-07-02,,,,,,,,,,,
AF9548,2024-06-12,Won,No,No,No,No,No,No,No,,,
AF9548,2025-06-12,Won,No,No,No,No,No,No,No,,,
AF9618,2023-10-18,,,,,,,,,,,
AF9805,2023-10-13,,,,,,,,,,,
AF9856,2023-06-03,,,,,,,,,,,
AF9856,2024-06-03,,,,,,,,,,,
AG0181,2023-10-03,,,,,,,,,,,
AG0181,2024-10-03,,,,,,,,,,,
AG0181,2025-10-03,,,,,,,,,,,
AG0181,2026-10-03,,,,,,,,,,,
AG0573,,,,,,No,No,No,No,,,
AG0595,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AG0595,,,,,,No,No,No,No,,,
AG0595,2023-03-17,,,,,,,,,,,
AG0595,2024-03-17,,,,,,,,,,,
AG0595,2025-03-17,,,,,,,,,,,
AG0927,2023-09-01,,,,,,,,,,,
AG0927,2024-09-01,,,,,,,,,,,
AG0927,2025-01-09,Won,No,No,No,No,No,No,No,,,
AG0927,2025-09-01,,,,,,,,,,,
AG0927,2026-01-09,Won,No,No,No,No,No,No,No,,,
AG0927,2026-09-01,,,,,,,,,,,
AG1011,2025-05-01,,,,,,,,,,,
AG1011,2026-01-05,Won,Yes,No,Yes,,,,,,,
AG1011,2026-05-01,,,,,,,,,,,
AG1051,2023-12-10,,,,,,,,,,,
AG1723,2025-06-20,Won,No,Yes,No,Yes,Yes,No,No,,,
AG2007,,,,,,No,No,No,No,,,
AG2246,,,,,,No,No,No,No,,,
AG2246,2023-08-10,,,,,,,,,,,
AG2246,2024-08-10,,,,,,,,,,,
AG2246,2025-08-10,,,,,,,,,,,
AG2463,,,,,,No,No,No,No,,,
AG2463,2023-07-13,,,,,,,,,,,
AG2463,2024-07-13,,,,,,,,,,,
AG2463,2025-07-13,,,,,,,,,,,
AG2468,,,,,,No,Yes,No,No,,,
AG2468,2023-10-10,,,,,,,,,,,
AG2468,2024-10-10,,,,,,,,,,,
AG2468,2025-10-10,,,,,,,,,,,
AG2757,2023-06-14,,,,,,,,,,,
AG2757,2024-06-14,Won,No,No,No,No,No,No,No,,,
AG2757,2025-06-14,,,,,,,,,,,
AG2870,2023-02-15,,,,,,,,,,,
AG2870,2024-02-15,,,,,,,,,,,
AG2870,2025-02-15,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AG2870,2025-02-15,Won,No,No,No,No,No,No,No,,,
AG2870,2026-02-15,,,,,,,,,,,
AG3023,2025-05-31,,,,,,,,,,,
AG3199,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AG3199,,,,,,No,No,No,No,,,
AG3202,,,,,,No,No,No,No,,,
AG3202,2023-10-07,,,,,,,,,,,
AG3202,2024-10-07,,,,,,,,,,,
AG3202,2025-10-07,,,,,,,,,,,
AG3441,2023-05-29,,,,,,,,,,,
AG3503,,,,,,No,No,No,No,,,
AG3503,2023-11-25,,,,,,,,,,,
AG3503,2024-11-25,,,,,,,,,,,
AG3503,2025-11-25,,,,,,,,,,,
AG3551,,,,,,No,Yes,No,No,,,
AG3552,2023-08-24,,,,,,,,,,,
AG3552,2024-08-24,,,,,,,,,,,
AG3552,2025-08-24,,,,,,,,,,,
AG3778,,,,,,No,No,No,No,,,
AG3778,2023-05-21,,,,,,,,,,,
AG3778,2024-05-21,,,,,,,,,,,
AG3778,2025-05-21,,,,,,,,,,,
AG3828,2024-06-28,Won,No,No,Yes,No,No,No,No,,,
AG3866,,,,,,No,No,No,No,,,
AG3866,2025-10-21,,,,,,,,,,,
AG3978,2023-06-06,,,,,,,,,,,
AG4578,2023-05-22,,,,,,,,,,,
AG4578,2024-05-22,Won,No,No,No,,,,,,,
AG4578,2025-05-22,,,,,,,,,,,
AG4629,2023-12-07,,,,,,,,,,,
AG4875,,,,,,No,No,No,No,,,
AG4897,2024-10-11,Won,No,No,No,,,,,,,
AG4897,2024-11-10,,,,,,,,,,,
AG4897,2025-11-10,,,,,,,,,,,
AG4971,2025-03-04,Won,No,No,Yes,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AG4971,2025-03-04,Won,No,No,Yes,No,Yes,No,No,,,
AG4971,2025-04-03,,,,,,,,,,,
AG4971,2026-03-04,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AG4971,2026-03-04,Won,No,No,No,No,Yes,No,No,,,
AG4971,2026-04-03,,,,,,,,,,,
AG4986,2024-11-09,,,,,,,,,,,
AG4986,2025-09-11,Won,No,No,No,No,No,No,No,,,
AG4986,2025-11-09,,,,,,,,,,,
AG5151,,,,,,No,No,No,Yes,,,
AG5151,2024-03-31,,,,,,,,,,,
AG5151,2025-03-31,,,,,,,,,,,
AG5175,2024-07-27,Won,No,No,No,No,No,No,No,,,
AG5519,2024-10-04,Won,No,No,No,No,No,No,No,,,
AG5592,,,,,,Yes,Yes,Yes,No,,,
AG5729,2024-08-10,Won,No,No,No,No,No,No,No,,,
AG5729,2024-10-08,,,,,,,,,,,
AG5729,2025-08-10,Won,No,No,No,No,No,No,No,,,
AG5729,2025-10-08,,,,,,,,,,,
AG5956,2024-10-14,Won,No,No,No,No,No,No,No,,,
AG6044,2023-02-25,,,,,,,,,,,
AG6396,2023-01-04,,,,,,,,,,,
AG6396,2024-01-04,,,,,,,,,,,
AG6396,2025-01-04,,,,,,,,,,,
AG6497,,,,,,Yes,Yes,Yes,No,,,
AG6497,2023-12-15,,,,,,,,,,,
AG6497,2024-12-15,,,,,,,,,,,
AG6497,2025-12-15,,,,,,,,,,,
AG6811,2025-02-06,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AG6811,2025-02-06,Won,No,No,No,No,No,No,No,,,
AG7281,,,,,,No,No,No,No,,,
AG7361,2023-08-09,,,,,,,,,,,
AG7361,2024-08-09,,,,,,,,,,,
AG7504,,,,,,No,No,No,No,,,
AG7540,,,,,,No,No,No,No,,,
AG7540,2023-12-01,,,,,,,,,,,
AG7540,2024-12-01,,,,,,,,,,,
AG7540,2025-12-01,,,,,,,,,,,
AG7540,2026-12-01,,,,,,,,,,,
AG7545,2025-08-27,Won,No,No,No,No,No,No,No,,,
AG7595,,,,,,No,Yes,No,No,,,
AG7595,2025-03-12,,,,,,,,,,,
AG7687,2024-03-05,,,,,,,,,,,
AG7687,2024-05-03,Won,No,No,No,No,No,No,No,,,
AG7687,2025-03-05,,,,,,,,,,,
AG7687,2025-05-03,Won,No,No,No,No,No,No,No,,,
AG7743,,,,,,No,No,No,No,,,
AG7796,,,,,,No,No,No,No,,,
AG7901,,,,,,No,No,No,No,,,
AG7901,2023-10-06,,,,,,,,,,,
AG7901,2024-10-06,,,,,,,,,,,
AG7901,2025-10-06,,,,,,,,,,,
AG8127,2023-04-25,,,,,,,,,,,
AG8127,2024-04-25,Won,No,No,No,No,No,No,No,,,
AG8127,2025-04-25,Won,No,unknown,No,No,No,No,No,,,
AG8323,2025-02-06,Won,No,Yes,No,Yes,Yes,Yes,No,,,
AG8485,2023-02-15,,,,,,,,,,,
AG8779,,,,,,No,No,No,No,,,
AG8811,2023-10-28,,,,,,,,,,,
AG8867,,,,,,No,No,No,No,,,
AG8867,2023-11-26,,,,,,,,,,,
AG8867,2024-11-26,,,,,,,,,,,
AG8867,2025-11-26,,,,,,,,,,,
AG8873,2023-09-04,,,,,,,,,,,
AG8873,2024-09-04,,,,,,,,,,,
AG8873,2025-04-09,Won,No,unknown,No,No,No,No,No,,,
AG8873,2025-09-04,,,,,,,,,,,
AG8995,2023-07-06,,,,,,,,,,,
AG9196,,,,,,No,No,No,No,,,
AG9196,2025-08-05,,,,,,,,,,,
AG9457,,,,,,No,No,No,No,,,
AG9655,2024-09-01,Won,No,No,No,No,No,No,No,,,
AG9655,2025-09-01,Won,No,No,No,No,No,No,No,,,
AG9777,,,,,,No,No,No,No,,,
AG9777,2026-03-03,,,,,,,,,,,
AG9946,2023-05-03,,,,,,,,,,,
AG9946,2024-05-03,,,,,,,,,,,
AG9946,2025-05-03,,,,,,,,,,,
AG9946,2026-03-05,Won,No,No,No,No,No,No,No,,,
AG9946,2026-05-03,,,,,,,,,,,
AH0067,2023-07-12,,,,,,,,,,,
AH0067,2024-07-12,,,,,,,,,,,
AH0067,2025-07-12,,,,,,,,,,,
AH0327,2023-11-04,,,,,,,,,,,
AH0436,2023-06-10,,,,,,,,,,,
AH0475,2023-08-30,,,,,,,,,,,
AH0475,2024-08-30,Won,No,No,No,,,,,,,
AH0475,2025-08-30,,,,,,,,,,,
AH0530,2023-10-31,,,,,,,,,,,
AH0530,2024-10-31,Won,No,No,No,No,No,No,No,,,
AH0530,2025-10-31,Won,No,No,No,No,No,No,No,,,
AH0535,2024-10-15,Won,No,Yes,No,,,,,,,
AH0613,2023-03-15,,,,,,,,,,,
AH0741,,,,,,No,Yes,No,No,,,
AH0741,2023-05-25,,,,,,,,,,,
AH0741,2024-05-25,,,,,,,,,,,
AH0741,2025-05-25,,,,,,,,,,,
AH0860,2023-05-25,,,,,,,,,,,
AH0860,2024-05-25,,,,,,,,,,,
AH0860,2025-05-25,Won,No,No,No,No,No,No,No,,,
AH1089,2024-09-22,Won,No,Yes,No,No,No,No,No,,,
AH1089,2025-09-22,,,,,,,,,No,Satisfied,Not Discussed
AH1180,2023-05-23,,,,,,,,,,,
AH1194,,,,,,No,No,No,No,,,
AH1194,2024-08-31,,,,,,,,,,,
AH1194,2025-08-31,,,,,,,,,,,
AH1272,2023-11-11,,,,,,,,,,,
AH1272,2024-11-11,,,,,,,,,,,
AH1333,,,,,,No,No,No,No,,,
AH1333,2023-01-11,,,,,,,,,,,
AH1333,2024-01-11,,,,,,,,,,,
AH1333,2025-01-11,,,,,,,,,,,
AH1499,2025-03-14,Won,No,No,No,No,No,No,No,,,
AH1722,,,,,,No,No,No,No,,,
AH1806,2024-09-27,Won,No,No,No,,,,,,,
AH1917,,,,,,No,No,No,No,,,
AH1917,2023-03-20,,,,,,,,,,,
AH1917,2024-03-20,,,,,,,,,,,
AH1917,2025-03-20,,,,,,,,,,,
AH2114,2023-03-23,,,,,,,,,,,
AH2114,2024-03-23,,,,,,,,,,,
AH2114,2025-03-23,,,,,,,,,,,
AH2114,2026-03-23,,,,,,,,,,,
AH2159,,,,,,No,Yes,No,No,,,
AH2159,2023-07-12,,,,,,,,,,,
AH2159,2025-04-16,,,,,,,,,,,
AH2167,2023-06-15,,,,,,,,,,,
AH2284,2024-05-22,Won,No,No,No,,,,,,,
AH2523,2025-11-25,Won,No,No,No,,,,,,,
AH2541,2024-03-07,,,,,,,,,,,
AH2541,2025-03-07,,,,,,,,,,,
AH2548,,,,,,No,No,No,No,,,
AH2548,2026-01-22,,,,,,,,,,,
AH2607,2023-10-18,,,,,,,,,,,
AH2799,,,,,,No,No,No,Yes,,,
AH2822,2025-08-08,Churned,No,Yes,No,Yes,Yes,No,Yes,,,
AH3231,2025-02-04,,,,,,,,,,,
AH3239,2024-07-19,Won,No,No,No,No,No,No,No,,,
AH3239,2025-07-19,Won,No,No,No,No,No,No,No,,,
AH3411,,,,,,No,No,No,No,,,
AH3411,2024-06-04,,,,,,,,,,,
AH3411,2025-06-04,,,,,,,,,,,
AH3521,2023-10-29,,,,,,,,,,,
AH3544,2023-02-16,,,,,,,,,,,
AH3544,2024-02-16,,,,,,,,,,,
AH3544,2025-02-16,Won,No,Yes,No,No,No,No,No,,,
AH3544,2026-02-16,,,,,,,,,,,
AH3842,2023-06-15,,,,,,,,,,,
AH3842,2024-06-15,Churned,No,No,No,,,,,,,
AH4514,2023-04-14,,,,,,,,,,,
AH4514,2024-04-14,,,,,,,,,,,
AH4514,2025-04-14,Won,No,unknown,No,No,No,No,No,,,
AH4582,,,,,,No,No,No,No,,,
AH4582,2023-10-06,,,,,,,,,,,
AH4582,2024-10-06,,,,,,,,,,,
AH4582,2025-10-06,,,,,,,,,,,
AH4607,,,,,,No,Yes,No,No,,,
AH4607,2024-04-19,,,,,,,,,,,
AH4607,2025-04-19,,,,,,,,,,,
AH4934,,,,,,No,No,No,No,,,
AH5278,,,,,,No,No,No,No,,,
AH5278,2025-09-05,,,,,,,,,,,
AH5344,2023-11-24,,,,,,,,,,,
AH5460,2023-06-12,,,,,,,,,,,
AH5460,2024-06-12,,,,,,,,,,,
AH5460,2025-06-12,,,,,,,,,,,
AH5460,2025-12-06,Won,No,No,No,No,Yes,Yes,No,,,
AH5562,2023-07-28,,,,,,,,,,,
AH5562,2024-07-28,,,,,,,,,,,
AH5562,2025-07-28,,,,,,,,,,,
AH5597,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AH5597,,,,,,No,No,No,No,,,
AH5597,2025-01-16,,,,,,,,,,,
AH5597,2026-01-16,,,,,,,,,,,
AH5637,2023-02-07,,,,,,,,,,,
AH5662,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
AH5662,,,,,,No,No,No,No,,,
AH5662,2026-11-02,,,,,,,,,No,Not Discussed,Not Discussed
AH5733,,,,,,No,No,No,No,,,
AH5733,2023-08-26,,,,,,,,,,,
AH5733,2024-08-26,,,,,,,,,,,
AH5733,2025-08-26,,,,,,,,,,,
