Co_Ref,Prospect_Renewal_Date,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
SI4262,16-11-2025,No,Satisfied,90
VY3832,20-11-2025,Yes,Satisfied,90
EQ9322,11-11-2025,No,Neutral,Not Discussed
RA3067,06-12-2025,No,Satisfied,90
FF7511,24-11-2025,No,Neutral,Not Discussed
MP1687,15-11-2025,No,Neutral,90
PT3723,03-12-2025,No,Neutral,Not Discussed
WS2919,03-12-2025,No,Neutral,80
ZD6804,13-11-2025,No,Neutral,Not Discussed
HP4798,29-11-2025,No,Neutral,Not Discussed
FD9240,05-12-2025,No,Satisfied,85
OJ2436,10-12-2025,Yes,Satisfied,80
FX1758,12-11-2025,No,Satisfied,90
SS3643,16-11-2025,No,Satisfied,90
OE1529,26-11-2025,Yes,Satisfied,90
LI1111,23-11-2025,No,Not Discussed,Not Discussed
TN1891,25-11-2025,No,Satisfied,90
HU1568,21-11-2025,No,Satisfied,90
CV6226,23-11-2025,No,Satisfied,90
OM8753,02-12-2025,No,Neutral,Not Discussed
IP6075,13-11-2025,No,Neutral,Not Discussed
MV7323,19-11-2025,No,Neutral,Not Discussed
NL5337,05-12-2025,No,Satisfied,90
FF3324,07-11-2025,No,Neutral,Not Discussed
JA1357,22-11-2025,Yes,Dissatisfied,10
CP1035,08-11-2025,No,Neutral,Not Discussed
UR2759,18-11-2025,No,Neutral,Not Discussed
XA5170,09-11-2025,No,Neutral,Not Discussed
AL0647,02-12-2025,No,Satisfied,90
FA1461,04-12-2025,No,Satisfied,90
JX6458,08-11-2025,No,Satisfied,85
SN6881,29-11-2025,No,Satisfied,90
BX1662,26-11-2025,No,Satisfied,Not Discussed
NL3923,26-11-2025,No,Neutral,Not Discussed
VA3637,07-11-2025,Yes,Satisfied,90
EB9525,26-11-2025,No,Satisfied,Not Discussed
EU7893,15-11-2025,No,Neutral,Not Discussed
DV1354,03-12-2025,No,Neutral,Not Discussed
NK5286,08-11-2025,No,Satisfied,90
IB9960,23-11-2025,No,Not Discussed,Not Discussed
NN5057,06-11-2025,No,Neutral,Not Discussed
RI9434,07-11-2025,No,Neutral,Not Discussed
OW5788,13-11-2025,No,Not Discussed,Not Discussed
QX8662,19-11-2025,No,Neutral,Not Discussed
VO3350,08-11-2025,No,Neutral,60
IO4311,21-11-2025,No,Satisfied,Not Discussed
RB4990,11-11-2025,No,Not Discussed,Not Discussed
UB8132,08-11-2025,No,Satisfied,90
BU2954,02-12-2025,No,Neutral,Not Discussed
VY5574,11-11-2025,No,Satisfied,Not Discussed
BU2656,08-11-2025,No,Neutral,Not Discussed
VP3448,27-11-2025,No,Neutral,Not Discussed
PE0463,22-11-2025,No,Satisfied,Not Discussed
NR1035,27-11-2025,No,Neutral,Not Discussed
ZL3369,03-12-2025,Yes,Dissatisfied,20
QB4719,24-11-2025,No,Satisfied,Not Discussed
YD0959,11-11-2025,No,Dissatisfied,40
XF6629,09-11-2025,No,Satisfied,Not Discussed
CX8692,25-11-2025,No,Satisfied,90
NU9886,06-11-2025,No,Not Discussed,Not Discussed
BL8828,22-11-2025,No,Satisfied,90
CN5922,28-11-2025,No,Satisfied,Not Discussed
CF5931,27-11-2025,No,Neutral,Not Discussed
OE5964,10-11-2025,No,Not Discussed,Not Discussed
YE6360,22-11-2025,No,Satisfied,85
JK9973,23-11-2025,No,Satisfied,Not Discussed
JN8182,25-11-2025,No,Satisfied,Not Discussed
YX1123,18-11-2025,No,Neutral,Not Discussed
CE1621,06-11-2025,No,Neutral,80
CP3006,24-11-2025,No,Neutral,Not Discussed
XU3638,11-11-2025,No,Neutral,Not Discussed
QT3252,15-11-2025,No,Satisfied,Not Discussed
BJ3720,18-11-2025,No,Neutral,70
GV5637,16-11-2025,No,Neutral,Not Discussed
LQ4995,03-11-2025,No,Neutral,Not Discussed
KA9384,08-11-2025,No,Neutral,Not Discussed
MH3121,12-11-2025,No,Neutral,Not Discussed
PG4284,01-12-2025,No,Satisfied,90
BR4101,18-11-2025,No,Neutral,60
MJ1441,11-11-2025,No,Neutral,Not Discussed
UQ0598,19-11-2025,No,Neutral,Not Discussed
DB8541,24-11-2025,No,Satisfied,90
TQ5247,15-11-2025,No,Neutral,Not Discussed
BY6069,09-11-2025,No,Satisfied,Not Discussed
VA2203,06-11-2025,No,Satisfied,Not Discussed
KK0806,03-12-2025,No,Not Discussed,Not Discussed
CP3122,23-11-2025,No,Neutral,Not Discussed
VL3454,21-11-2025,No,Neutral,Not Discussed
EJ3739,26-11-2025,No,Neutral,70
VZ7216,18-11-2025,No,Neutral,80
ZS6620,02-11-2025,No,Satisfied,Not Discussed
SY6611,08-11-2025,No,Satisfied,Not Discussed
ZZ5565,12-11-2025,No,Neutral,Not Discussed
XS1216,30-11-2025,No,Satisfied,Not Discussed
SH3647,03-11-2025,No,Satisfied,Not Discussed
DT1278,01-11-2025,No,Neutral,80
NW3949,14-11-2025,No,Satisfied,90
KA4596,31-10-2025,No,Satisfied,Not Discussed
FY5290,31-10-2025,No,Neutral,80
RR7643,01-11-2025,No,Satisfied,80
HJ3540,03-11-2025,No,Satisfied,Not Discussed
RV4877,30-10-2025,No,Satisfied,100
DN3375,03-11-2025,No,Satisfied,Not Discussed
XK1410,08-11-2025,No,Neutral,60
WG7274,19-11-2025,No,Satisfied,90
GO6805,18-11-2025,No,Neutral,Not Discussed
NH9392,30-10-2025,No,Neutral,Not Discussed
PQ0911,07-11-2025,No,Neutral,Not Discussed
MV2116,11-11-2025,No,Satisfied,Not Discussed
MT0889,21-11-2025,No,Satisfied,Not Discussed
OF7064,28-11-2025,No,Satisfied,Not Discussed
PK4551,25-11-2025,No,Satisfied,Not Discussed
DS3972,02-11-2025,No,Neutral,60
MN1017,02-11-2025,No,Neutral,80
ZX5619,07-11-2025,No,Dissatisfied,60
GU2707,30-10-2025,No,Neutral,Not Discussed
FW3120,07-11-2025,No,Neutral,Not Discussed
XA7030,13-11-2025,No,Satisfied,90
MK5756,29-10-2025,No,Neutral,60
GG2553,09-11-2025,No,Neutral,Not Discussed
DE3222,13-11-2025,No,Neutral,Not Discussed
PT6354,01-11-2025,No,Satisfied,Not Discussed
LB0257,17-11-2025,No,Satisfied,90
AQ5777,02-11-2025,No,Satisfied,90
ZF2097,09-11-2025,No,Neutral,Not Discussed
US4654,19-11-2025,No,Satisfied,Not Discussed
SI0111,02-11-2025,No,Satisfied,Not Discussed
RH5218,17-11-2025,No,Satisfied,Not Discussed
OV0737,06-11-2025,No,Satisfied,Not Discussed
VN4037,11-11-2025,No,Neutral,Not Discussed
SC2509,30-10-2025,No,Satisfied,Not Discussed
CX6570,06-11-2025,No,Neutral,75
NV5678,21-11-2025,No,Satisfied,Not Discussed
BH1039,22-11-2025,No,Satisfied,Not Discussed
CP3058,01-11-2025,No,Neutral,Not Discussed
QF9901,29-10-2025,No,Satisfied,80
KH8719,28-11-2025,No,Satisfied,90
WA3669,11-11-2025,No,Satisfied,100
WG9601,15-11-2025,No,Neutral,Not Discussed
MG5135,09-11-2025,No,Satisfied,90
NC5345,11-11-2025,Yes,Neutral,70
QF7802,01-11-2025,No,Neutral,Not Discussed
NO2568,08-11-2025,No,Neutral,Not Discussed
LQ0216,28-10-2025,No,Neutral,Not Discussed
LY6480,24-11-2025,No,Satisfied,100
QE0407,29-10-2025,No,Neutral,Not Discussed
FQ8628,27-11-2025,No,Satisfied,90
DM8547,04-11-2025,No,Neutral,Not Discussed
YU6173,30-10-2025,No,Satisfied,Not Discussed
GR1176,31-10-2025,No,Satisfied,90
MK4800,29-10-2025,No,Neutral,Not Discussed
GU9423,28-10-2025,No,Neutral,Not Discussed
LP4796,02-11-2025,No,Satisfied,90
WY5947,04-11-2025,No,Satisfied,90
XO1427,17-11-2025,No,Neutral,Not Discussed
JU0676,29-10-2025,No,Neutral,Not Discussed
UX0655,28-10-2025,No,Satisfied,Not Discussed
UQ6196,12-11-2025,Yes,Neutral,Not Discussed
AK8373,04-11-2025,No,Neutral,80
GQ0306,02-11-2025,No,Neutral,Not Discussed
OM1727,27-10-2025,No,Neutral,Not Discussed
OC2049,05-11-2025,No,Satisfied,Not Discussed
ZW4256,24-11-2025,No,Neutral,Not Discussed
DQ8212,14-11-2025,No,Satisfied,90
TN0863,29-10-2025,No,Not Discussed,Not Discussed
QE5072,30-10-2025,No,Satisfied,Not Discussed
LS0501,05-11-2025,No,Not Discussed,Not Discussed
EU0325,14-11-2025,No,Satisfied,Not Discussed
JO6821,05-11-2025,No,Neutral,Not Discussed
BR2666,20-11-2025,No,Neutral,70
HO4046,12-11-2025,No,Dissatisfied,100
CS8024,09-11-2025,No,Neutral,Not Discussed
UP2325,27-10-2025,No,Satisfied,Not Discussed
LH2984,31-10-2025,No,Satisfied,100
GT1498,20-11-2025,No,Neutral,80
YS5344,01-11-2025,No,Neutral,80
BX7267,24-10-2025,No,Neutral,Not Discussed
TM1256,07-11-2025,No,Neutral,80
OF2639,17-11-2025,No,Neutral,Not Discussed
MR2570,28-10-2025,No,Not Discussed,Not Discussed
VB1934,04-11-2025,No,Neutral,Not Discussed
NC5321,18-11-2025,No,Not Discussed,Not Discussed
QE1772,01-11-2025,No,Neutral,Not Discussed
RZ2062,23-10-2025,No,Not Discussed,Not Discussed
NI7812,06-11-2025,No,Neutral,Not Discussed
EG3510,03-11-2025,No,Neutral,Not Discussed
LC2685,16-11-2025,No,Neutral,Not Discussed
HE1438,06-11-2025,No,Satisfied,90
VA7700,08-11-2025,Yes,Satisfied,80
WZ4693,02-11-2025,No,Satisfied,Not Discussed
GY8502,29-10-2025,No,Satisfied,Not Discussed
HH2269,08-11-2025,No,Satisfied,90
ZY3137,15-11-2025,No,Neutral,Not Discussed
RG3177,06-11-2025,No,Neutral,Not Discussed
LU5372,07-11-2025,No,Neutral,Not Discussed
MK4561,29-10-2025,No,Satisfied,Not Discussed
LN9242,30-10-2025,No,Neutral,Not Discussed
LP9960,24-10-2025,No,Neutral,Not Discussed
OV3234,14-11-2025,No,Neutral,Not Discussed
MG7632,29-10-2025,Yes,Dissatisfied,40
TZ7190,04-11-2025,No,Dissatisfied,60
SN8225,01-11-2025,No,Neutral,Not Discussed
XR5590,31-10-2025,No,Satisfied,80
OG5268,24-10-2025,No,Dissatisfied,Not Discussed
EH7382,04-11-2025,No,Satisfied,Not Discussed
NU2640,24-10-2025,No,Satisfied,80
NI2127,12-11-2025,No,Neutral,Not Discussed
KW8443,10-11-2025,No,Satisfied,90
VO2828,16-11-2025,No,Satisfied,90
QF2293,08-11-2025,Yes,Satisfied,Not Discussed
BX2589,11-11-2025,No,Neutral,Not Discussed
YX8896,24-10-2025,No,Satisfied,Not Discussed
MO5094,14-11-2025,Yes,Neutral,Not Discussed
ZG9685,01-11-2025,No,Satisfied,Not Discussed
MY5698,05-11-2025,No,Neutral,Not Discussed
SP6357,29-10-2025,No,Satisfied,Not Discussed
JV9318,27-10-2025,No,Satisfied,Not Discussed
FS8848,12-11-2025,No,Satisfied,90
OB0880,11-11-2025,No,Satisfied,80
WO0366,11-11-2025,No,Satisfied,90
ME2582,18-11-2025,No,Neutral,Not Discussed
OR0951,22-10-2025,No,Not Discussed,Not Discussed
DP6030,04-11-2025,No,Satisfied,80
CV9606,10-11-2025,No,Neutral,Not Discussed
UP5370,22-10-2025,No,Neutral,Not Discussed
SE8790,24-10-2025,No,Neutral,Not Discussed
IH9641,24-10-2025,No,Neutral,60
IG3864,13-11-2025,No,Neutral,Not Discussed
VP6524,11-11-2025,No,Neutral,Not Discussed
AO1983,05-11-2025,No,Satisfied,Not Discussed
UC0356,24-10-2025,No,Satisfied,90
EF6514,18-11-2025,No,Satisfied,90
RA6501,26-10-2025,No,Neutral,Not Discussed
TA7066,05-11-2025,No,Not Discussed,Not Discussed
NX8699,27-10-2025,No,Satisfied,100
NV7707,19-11-2025,No,Satisfied,Not Discussed
BK3473,06-11-2025,No,Neutral,Not Discussed
OX9315,06-11-2025,No,Neutral,Not Discussed
DS0817,11-11-2025,No,Neutral,Not Discussed
TD8508,28-10-2025,No,Satisfied,85
JG3792,30-10-2025,No,Satisfied,90
ZL0768,28-10-2025,No,Neutral,Not Discussed
LM4605,24-10-2025,No,Neutral,Not Discussed
AE1387,05-11-2025,No,Neutral,80
JI5478,11-11-2025,No,Satisfied,90
ET3939,17-11-2025,No,Neutral,Not Discussed
MP4273,12-11-2025,No,Neutral,Not Discussed
VM9723,01-11-2025,No,Satisfied,Not Discussed
NF1498,04-11-2025,No,Satisfied,90
EJ4757,02-11-2025,No,Satisfied,90
EL8893,01-11-2025,No,Not Discussed,Not Discussed
UT2511,07-11-2025,No,Satisfied,Not Discussed
LJ0561,23-10-2025,No,Satisfied,Not Discussed
TK5654,16-11-2025,No,Not Discussed,Not Discussed
GQ0683,06-11-2025,No,Neutral,80
QU7093,17-10-2025,No,Neutral,Not Discussed
DE9197,27-10-2025,No,Satisfied,80
LS0862,31-10-2025,No,Neutral,Not Discussed
GF1922,14-11-2025,No,Satisfied,90
DA1167,07-11-2025,No,Neutral,Not Discussed
TI4497,14-11-2025,No,Neutral,Not Discussed
NK2814,29-10-2025,No,Neutral,Not Discussed
JT5296,28-10-2025,No,Not Discussed,Not Discussed
IZ0046,18-10-2025,No,Satisfied,90
UG4603,22-10-2025,No,Neutral,80
UX4718,29-10-2025,No,Neutral,Not Discussed
SB7583,22-10-2025,No,Satisfied,90
UI2229,11-11-2025,No,Satisfied,85
MA8220,07-11-2025,No,Neutral,Not Discussed
ME2315,28-10-2025,No,Satisfied,Not Discussed
MN6826,12-11-2025,No,Satisfied,90
TL3050,07-11-2025,No,Satisfied,80
ZX2621,22-10-2025,No,Neutral,Not Discussed
TU1226,30-10-2025,No,Satisfied,90
MI1180,17-10-2025,No,Neutral,Not Discussed
AO1473,14-11-2025,No,Satisfied,90
DC5811,23-10-2025,No,Satisfied,85
AL6748,31-10-2025,No,Satisfied,Not Discussed
GG9386,05-11-2025,No,Satisfied,90
DD2861,25-10-2025,No,Satisfied,Not Discussed
LR8575,26-10-2025,No,Dissatisfied,50
WG2402,21-10-2025,No,Satisfied,Not Discussed
JY1604,06-11-2025,No,Satisfied,90
QJ3961,07-11-2025,No,Satisfied,Not Discussed
FB0345,07-11-2025,No,Satisfied,90
BT2639,17-10-2025,Yes,Dissatisfied,20
WC1802,15-11-2025,Yes,Dissatisfied,40
JO8937,20-10-2025,No,Satisfied,90
MP6155,05-11-2025,No,Satisfied,90
FK8838,15-11-2025,No,Satisfied,Not Discussed
HT0468,27-10-2025,No,Neutral,80
FG9626,27-10-2025,No,Satisfied,90
IR3292,07-11-2025,No,Satisfied,Not Discussed
WQ4568,12-11-2025,No,Satisfied,Not Discussed
GQ5965,17-10-2025,No,Neutral,Not Discussed
NE0182,26-10-2025,No,Satisfied,Not Discussed
QW0737,05-11-2025,No,Dissatisfied,40
IQ9980,18-10-2025,No,Neutral,Not Discussed
RO8503,12-11-2025,No,Neutral,Not Discussed
XD7772,23-10-2025,No,Satisfied,Not Discussed
UQ1272,23-10-2025,No,Satisfied,Not Discussed
GZ0053,20-10-2025,No,Neutral,Not Discussed
JI1282,31-10-2025,No,Satisfied,90
ZB7779,24-10-2025,No,Neutral,Not Discussed
ZL2681,17-10-2025,No,Neutral,Not Discussed
RG0276,01-11-2025,No,Neutral,Not Discussed
FW0346,11-11-2025,No,Satisfied,90
MX6020,24-10-2025,No,Satisfied,Not Discussed
UZ8379,05-11-2025,No,Satisfied,Not Discussed
LQ8841,21-10-2025,No,Satisfied,Not Discussed
BY5342,15-10-2025,No,Not Discussed,Not Discussed
WI4194,15-10-2025,No,Neutral,Not Discussed
UR3098,15-10-2025,Yes,Satisfied,80
LG4749,20-10-2025,No,Satisfied,Not Discussed
OU0836,11-11-2025,No,Satisfied,Not Discussed
KR7764,28-10-2025,No,Neutral,Not Discussed
KT0295,31-10-2025,No,Neutral,Not Discussed
XZ8130,10-11-2025,No,Satisfied,Not Discussed
UM3355,15-10-2025,No,Neutral,Not Discussed
GC9934,30-10-2025,No,Satisfied,Not Discussed
ZC3049,09-11-2025,No,Dissatisfied,60
GE8912,28-10-2025,No,Neutral,Not Discussed
YJ3448,21-10-2025,No,Satisfied,80
GC4437,20-10-2025,No,Satisfied,Not Discussed
CG9756,18-10-2025,No,Neutral,80
LF1126,22-10-2025,No,Satisfied,85
PR8976,17-10-2025,No,Satisfied,Not Discussed
BO4069,11-10-2025,No,Neutral,Not Discussed
LO7129,16-10-2025,No,Neutral,Not Discussed
EY9590,31-10-2025,No,Dissatisfied,60
DQ2354,24-10-2025,No,Satisfied,90
IH5525,10-10-2025,Yes,Neutral,Not Discussed
LW5224,10-10-2025,Unknown,Neutral,Not Discussed
JZ5653,05-11-2025,No,Satisfied,Not Discussed
FM6033,23-10-2025,No,Dissatisfied,60
MN0355,14-10-2025,No,Neutral,Not Discussed
YP6456,09-10-2025,No,Satisfied,Not Discussed
KT7362,16-10-2025,No,Neutral,Not Discussed
UK2563,12-10-2025,No,Neutral,Not Discussed
CF0283,30-10-2025,No,Neutral,Not Discussed
PP1151,24-10-2025,No,Neutral,Not Discussed
JX7482,11-10-2025,No,Neutral,Not Discussed
NA1115,13-10-2025,No,Satisfied,Not Discussed
MC2469,07-11-2025,No,Satisfied,90
TC2090,07-11-2025,No,Neutral,60
HF4211,05-11-2025,No,Satisfied,Not Discussed
DJ1493,21-10-2025,No,Satisfied,Not Discussed
CG7298,08-10-2025,No,Neutral,Not Discussed
SL4324,21-10-2025,No,Neutral,Not Discussed
RM4529,11-10-2025,No,Neutral,Not Discussed
MM9504,10-10-2025,No,Neutral,Not Discussed
LY0998,15-10-2025,No,Neutral,80
FI6321,30-10-2025,No,Satisfied,Not Discussed
QK9158,04-11-2025,No,Satisfied,Not Discussed
IU8397,02-11-2025,No,Satisfied,Not Discussed
RT6751,16-10-2025,No,Satisfied,Not Discussed
GX1036,16-10-2025,No,Satisfied,Not Discussed
DU8610,07-10-2025,No,Satisfied,Not Discussed
LU4803,19-10-2025,No,Not Discussed,Not Discussed
KT1991,28-10-2025,No,Satisfied,Not Discussed
MC7364,21-10-2025,No,Satisfied,90
NW4059,22-10-2025,No,Satisfied,Not Discussed
EQ0959,18-10-2025,No,Satisfied,Not Discussed
PB8033,20-10-2025,No,Neutral,Not Discussed
QT3367,10-10-2025,No,Neutral,Not Discussed
DJ5218,10-10-2025,No,Neutral,80
BL3519,03-11-2025,No,Satisfied,90
HA3207,21-10-2025,No,Satisfied,80
DS6861,03-11-2025,No,Satisfied,Not Discussed
TX9944,15-10-2025,No,Satisfied,80
DV4222,23-10-2025,No,Neutral,Not Discussed
FN6841,18-10-2025,No,Satisfied,90
YB6616,17-10-2025,No,Dissatisfied,20
QY7087,21-10-2025,No,Neutral,Not Discussed
VK1524,25-10-2025,Yes,Dissatisfied,20
PZ7033,23-10-2025,No,Neutral,Not Discussed
PE0871,10-10-2025,No,Neutral,Not Discussed
UM5017,16-10-2025,No,Neutral,Not Discussed
EP9147,19-10-2025,No,Neutral,Not Discussed
CO0386,08-10-2025,No,Neutral,Not Discussed
SD5422,03-10-2025,No,Neutral,Not Discussed
SS2265,08-10-2025,No,Neutral,Not Discussed
AE4321,11-10-2025,No,Neutral,Not Discussed
KT1148,12-10-2025,No,Satisfied,90
SJ8611,12-10-2025,No,Neutral,Not Discussed
LK2804,04-10-2025,No,Not Discussed,Not Discussed
QY2601,18-10-2025,No,Neutral,60
BS5406,17-10-2025,No,Neutral,Not Discussed
WX0111,21-10-2025,No,Satisfied,Not Discussed
MA1446,16-10-2025,Yes,Satisfied,90
FG0733,28-10-2025,No,Neutral,80
XD1943,16-10-2025,No,Satisfied,80
DS8660,13-10-2025,No,Satisfied,Not Discussed
OY8397,12-10-2025,No,Neutral,Not Discussed
JK7351,03-10-2025,No,Satisfied,Not Discussed
CG9408,22-10-2025,No,Satisfied,80
JY2207,07-10-2025,No,Satisfied,90
EG4566,01-10-2025,No,Satisfied,Not Discussed
LJ1110,09-10-2025,No,Neutral,Not Discussed
ZQ9764,18-10-2025,No,Not Discussed,Not Discussed
IP9068,02-10-2025,No,Neutral,Not Discussed
SI7679,09-10-2025,Unknown,Not Discussed,Not Discussed
SS5489,25-10-2025,No,Satisfied,Not Discussed
MJ3328,28-10-2025,No,Neutral,Not Discussed
VE5659,07-10-2025,No,Satisfied,Not Discussed
EZ9366,19-10-2025,No,Not Discussed,Not Discussed
XI3643,09-10-2025,No,Neutral,Not Discussed
RU9438,05-10-2025,Yes,Satisfied,80
OH1996,20-10-2025,No,Satisfied,90
LP1383,09-10-2025,No,Satisfied,Not Discussed
FZ2784,27-10-2025,No,Neutral,Not Discussed
YV4746,02-10-2025,No,Neutral,Not Discussed
XF8905,14-10-2025,No,Neutral,Not Discussed
KA7357,29-10-2025,No,Satisfied,90
UC1131,04-10-2025,No,Not Discussed,Not Discussed
UU2354,30-09-2025,No,Not Discussed,Not Discussed
TR2402,27-10-2025,No,Satisfied,90
AU0893,14-10-2025,No,Satisfied,90
GF4671,26-10-2025,No,Neutral,70
NK8665,29-10-2025,No,Satisfied,Not Discussed
EG1533,27-10-2025,Yes,Neutral,70
ZP8956,16-10-2025,No,Satisfied,90
AU2193,21-10-2025,No,Neutral,Not Discussed
DE7159,08-10-2025,No,Satisfied,Not Discussed
HF7690,28-10-2025,No,Neutral,80
XY1037,09-10-2025,No,Satisfied,Not Discussed
UX1368,05-10-2025,No,Neutral,Not Discussed
WG1933,04-10-2025,No,Satisfied,90
AX7432,16-10-2025,No,Satisfied,Not Discussed
VC8527,10-10-2025,No,Satisfied,90
FM9804,28-10-2025,No,Satisfied,Not Discussed
HE6023,09-10-2025,No,Neutral,Not Discussed
DB4303,07-10-2025,No,Neutral,Not Discussed
ZP0164,08-10-2025,No,Neutral,Not Discussed
EQ0097,12-10-2025,Yes,Neutral,80
DI5162,06-10-2025,No,Neutral,80
VI9889,08-10-2025,No,Not Discussed,Not Discussed
KA8313,30-09-2025,No,Neutral,80
CP1188,01-10-2025,No,Neutral,Not Discussed
PF1163,25-10-2025,No,Not Discussed,Not Discussed
NP6526,15-10-2025,No,Dissatisfied,60
TX2972,08-10-2025,No,Satisfied,90
SQ8474,30-09-2025,No,Satisfied,Not Discussed
LB7777,10-10-2025,No,Satisfied,Not Discussed
TI0531,04-10-2025,No,Neutral,Not Discussed
ZM2523,09-10-2025,No,Satisfied,Not Discussed
LG4271,25-10-2025,No,Neutral,Not Discussed
AK5376,30-09-2025,No,Neutral,Not Discussed
XV9438,18-10-2025,No,Neutral,Not Discussed
RD0381,29-09-2025,Yes,Dissatisfied,40
JQ1479,13-10-2025,No,Satisfied,85
KD8712,02-10-2025,No,Satisfied,Not Discussed
UW1993,06-10-2025,No,Satisfied,90
HA4279,30-09-2025,No,Neutral,Not Discussed
DQ0208,06-10-2025,No,Neutral,Not Discussed
BY0093,12-10-2025,No,Satisfied,Not Discussed
SD5579,21-10-2025,No,Neutral,95
GY1794,28-09-2025,No,Neutral,Not Discussed
EV5019,29-09-2025,No,Satisfied,90
YC8628,26-10-2025,No,Satisfied,85
NA0796,25-10-2025,No,Satisfied,Not Discussed
WW1225,03-10-2025,No,Neutral,Not Discussed
AC4408,04-10-2025,No,Satisfied,80
MT0628,21-10-2025,Yes,Satisfied,90
KC9411,02-10-2025,No,Satisfied,Not Discussed
LU6821,06-10-2025,No,Neutral,Not Discussed
FB9733,08-10-2025,No,Satisfied,Not Discussed
RO6152,10-10-2025,No,Satisfied,Not Discussed
HQ1599,08-10-2025,No,Neutral,80
XB0977,03-10-2025,No,Satisfied,Not Discussed
LG4377,06-10-2025,No,Neutral,Not Discussed
SV0053,28-09-2025,No,Satisfied,90
BQ0014,12-10-2025,No,Neutral,Not Discussed
SX0510,30-09-2025,No,Neutral,Not Discussed
AM4401,29-09-2025,No,Satisfied,80
SW9874,16-10-2025,No,Satisfied,Not Discussed
NL9922,05-10-2025,No,Neutral,Not Discussed
HY8032,08-10-2025,No,Not Discussed,Not Discussed
LP2807,23-10-2025,No,Neutral,Not Discussed
EO5087,06-10-2025,No,Satisfied,85
PS8497,18-10-2025,No,Satisfied,80
GL6488,28-09-2025,No,Neutral,Not Discussed
YC7456,01-10-2025,No,Satisfied,Not Discussed
VX4721,24-09-2025,No,Satisfied,Not Discussed
JS3552,30-09-2025,No,Neutral,Not Discussed
HT7744,01-10-2025,No,Satisfied,80
LQ0085,09-10-2025,No,Neutral,Not Discussed
YP3940,03-10-2025,No,Neutral,Not Discussed
FR1390,01-10-2025,No,Satisfied,80
ZJ2552,08-10-2025,No,Neutral,80
WV0188,06-10-2025,No,Neutral,80
FN5779,07-10-2025,No,Satisfied,Not Discussed
NE5454,25-09-2025,No,Satisfied,90
ER1559,29-09-2025,No,Neutral,Not Discussed
HP0542,23-09-2025,No,Neutral,Not Discussed
DS2488,10-10-2025,No,Neutral,Not Discussed
IC8847,15-10-2025,No,Neutral,Not Discussed
KB9667,11-10-2025,No,Neutral,Not Discussed
CP1169,07-10-2025,No,Satisfied,90
PH7563,06-10-2025,No,Satisfied,90
LS4387,27-09-2025,No,Satisfied,Not Discussed
UP6679,23-09-2025,No,Satisfied,90
KQ0719,09-10-2025,No,Neutral,Not Discussed
US8609,27-09-2025,No,Satisfied,90
LQ2263,24-09-2025,No,Neutral,Not Discussed
IP3207,03-10-2025,No,Not Discussed,Not Discussed
TV1742,07-10-2025,No,Satisfied,Not Discussed
QN8827,20-10-2025,No,Satisfied,90
BW0139,23-09-2025,No,Satisfied,90
CW7085,24-09-2025,No,Satisfied,100
QH2911,27-09-2025,No,Satisfied,Not Discussed
KR0116,30-09-2025,No,Dissatisfied,60
DF0746,03-10-2025,No,Satisfied,Not Discussed
LE1080,06-10-2025,No,Not Discussed,Not Discussed
AW5309,23-10-2025,No,Satisfied,Not Discussed
GS0090,16-10-2025,No,Satisfied,Not Discussed
WS2783,04-10-2025,No,Satisfied,Not Discussed
PE6598,21-10-2025,No,Satisfied,Not Discussed
OW2992,16-10-2025,No,Satisfied,90
YS9222,24-09-2025,No,Satisfied,Not Discussed
WB4315,17-10-2025,No,Not Discussed,Not Discussed
FT9422,26-09-2025,No,Neutral,Not Discussed
DO5390,27-09-2025,No,Neutral,Not Discussed
GD0313,08-10-2025,No,Neutral,Not Discussed
CP3056,10-10-2025,No,Satisfied,Not Discussed
CM6152,01-10-2025,No,Neutral,Not Discussed
FJ6822,09-10-2025,No,Satisfied,100
HD6180,25-09-2025,No,Satisfied,Not Discussed
DF5287,19-09-2025,No,Satisfied,90
LR4537,23-09-2025,No,Neutral,Not Discussed
KZ0181,20-09-2025,No,Satisfied,Not Discussed
XX8541,28-09-2025,No,Satisfied,Not Discussed
PO0764,02-10-2025,No,Not Discussed,Not Discussed
ZD9558,26-09-2025,No,Satisfied,Not Discussed
UR3568,10-10-2025,No,Neutral,Not Discussed
BJ1434,23-09-2025,No,Not Discussed,Not Discussed
WL7929,29-09-2025,No,Satisfied,Not Discussed
QG5980,25-09-2025,No,Satisfied,80
SP4240,20-09-2025,No,Neutral,Not Discussed
ZM5950,25-09-2025,No,Neutral,Not Discussed
TK3714,20-09-2025,No,Satisfied,Not Discussed
DN2226,09-10-2025,No,Not Discussed,Not Discussed
TI1102,20-09-2025,No,Neutral,Not Discussed
OP2257,15-10-2025,No,Satisfied,90
OB0114,25-09-2025,No,Neutral,Not Discussed
BU0325,30-09-2025,No,Neutral,Not Discussed
EJ0534,20-09-2025,No,Satisfied,90
DB0967,18-10-2025,No,Neutral,Not Discussed
