Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors
BA0970,2024-07-23,Won,No,Yes,No
BA1045,2024-10-30,Churned,Yes,Yes,No
BA1175,2025-03-29,Won,No,unknown,No
BA1207,2026-03-09,Won,No,No,No
BA1303,2025-11-11,Won,No,No,No
BA1793,2025-01-13,Won,No,No,No
BA1990,2024-08-10,Churned,No,No,Yes
BA4291,2025-07-25,Won,No,No,No
BA4306,2025-06-26,Churned,No,No,No
BA4457,2024-12-08,Won,No,unknown,No
BA4472,2025-03-21,Won,No,unknown,No
BA4794,2024-06-29,Won,No,No,No
BA5272,2024-08-10,Won,No,No,No
BA5272,2025-08-10,Won,No,No,No
BA5460,2026-02-12,Won,No,No,No
BA6368,2025-03-21,Churned,Yes,Yes,No
BA6942,2025-05-05,Won,No,No,No
BA7244,2026-02-24,Won,No,No,No
BA7707,2025-06-11,Won,No,No,No
BA8026,2024-05-31,Won,No,No,No
BA8184,2024-11-28,Won,unknown,No,No
BA8184,2025-11-28,Won,No,No,No
BA8643,2025-02-17,Won,No,No,No
BA9261,2025-02-08,Won,No,No,No
BA9261,2026-02-08,Won,No,Yes,No
BA9963,2025-05-16,Won,No,No,No
BB0197,2024-11-29,Won,No,No,No
BB0859,2026-02-05,Won,No,No,Yes
BB1094,2025-04-11,Won,No,unknown,No
BB2605,2024-11-03,Churned,Yes,Yes,Yes
BB3305,2024-10-01,Churned,No,No,No
BB3592,2025-04-08,Won,No,unknown,No
BB3644,2024-09-30,Won,No,No,No
BB4248,2024-11-26,Won,No,No,No
BB4397,2025-03-05,Won,No,No,No
BB4983,2025-03-28,Won,No,unknown,No
BB5179,2026-01-06,Won,No,No,No
BB5925,2026-01-11,Won,No,No,No
BB6306,2026-03-05,Won,No,No,No
BB6458,2024-07-25,Won,No,No,No
BB6458,2025-07-25,Won,No,Yes,No
BB6886,2024-06-30,Won,No,No,No
BB6886,2025-06-30,Won,No,No,Yes
BB7042,2024-08-16,Won,No,No,No
BB7533,2025-08-10,Won,No,No,No
BB8001,2025-03-12,Won,No,No,No
BB8172,2025-03-07,Churned,No,No,No
BB9612,2024-07-13,Won,No,No,No
BB9612,2025-07-13,Won,No,No,No
BB9666,2024-11-26,Won,No,No,No
BB9847,2026-01-07,Won,No,No,No
BC0421,2025-02-28,Won,No,No,No
BC0436,2025-03-14,Won,No,No,No
BC0685,2025-02-08,Won,No,No,No
BC1046,2025-11-04,Won,No,No,No
BC1145,2025-03-17,Won,No,No,No
BC1868,2024-08-23,Won,No,No,No
BC1913,2025-08-01,Won,No,No,No
BC2085,2025-06-10,Won,No,No,No
BC2099,2025-02-03,Won,No,Yes,No
BC2457,2024-05-20,Won,No,No,No
BC2480,2024-07-13,Won,No,No,No
BC2734,2024-11-29,Won,No,No,No
BC2734,2025-11-29,Won,No,No,No
BC2811,2025-05-03,Churned,No,No,No
BC3197,2025-07-13,Won,No,No,No
BC3775,2025-04-17,Won,No,No,No
BC3947,2024-10-13,Won,No,unknown,No
BC4222,2025-07-02,Churned,Yes,Yes,No
BC4374,2024-07-19,Won,No,Yes,No
BC4374,2025-07-19,Won,No,Yes,No
BC4464,2025-01-17,Won,No,No,No
BC4701,2025-10-30,Won,No,No,No
BC5328,2024-07-05,Won,No,No,No
BC5820,2025-12-13,Won,No,No,No
BC5946,2025-09-13,Won,No,No,No
BC6126,2025-06-13,Won,No,No,No
BC6915,2025-03-08,Won,No,No,Yes
BC7177,2025-10-06,Won,No,No,No
BC8250,2025-07-08,Won,No,No,No
BC8925,2024-11-21,Churned,Yes,Yes,Yes
BC9039,2025-07-15,Won,No,No,No
BC9163,2024-07-20,Won,No,No,No
BC9163,2025-07-20,Won,No,No,No
BC9633,2024-11-16,Churned,No,No,No
BC9880,2025-01-13,Won,No,No,No
BD0836,2026-01-10,Won,No,No,No
BD0845,2024-07-13,Won,No,No,No
BD1335,2025-08-02,Churned,No,No,No
BD1442,2024-07-19,Churned,No,No,No
BD2001,2025-08-19,Won,No,No,No
BD2509,2024-08-09,Won,No,Yes,No
BD2744,2024-10-02,Won,No,No,No
BD2977,2025-02-16,Churned,No,No,No
BD3474,2025-07-11,Won,No,No,No
BD3790,2024-08-02,Won,No,No,No
BD4245,2024-11-28,Won,Yes,Yes,No
BD4421,2026-01-13,Won,No,No,No
BD4427,2025-08-29,Won,No,No,No
BD4430,2024-07-13,Won,No,No,No
BD5147,2024-07-13,Won,No,No,No
BD5238,2026-01-23,Won,No,No,No
BD5253,2024-05-19,Won,No,No,No
BD5427,2024-07-04,Won,No,No,No
BD5616,2025-01-13,Won,No,No,No
BD5616,2026-01-13,Won,No,No,No
BD5855,2025-07-07,Won,unknown,No,No
BD7050,2024-11-21,Won,No,No,No
BD7528,2025-03-03,Won,No,No,No
BD8006,2025-01-15,Won,No,Yes,No
BD8449,2024-11-30,Won,No,No,No
BD8962,2024-08-22,Won,No,No,No
BD9227,2024-05-22,Won,No,No,No
BE0339,2026-01-27,Won,No,No,No
BE0649,2026-02-03,Won,No,No,No
BE0674,2025-10-20,Won,No,No,No
BE1113,2025-02-21,Won,No,No,No
BE1113,2026-02-21,Won,No,No,No
BE2078,2024-07-14,Churned,No,Yes,No
BE2139,2025-06-27,Won,No,No,No
BE2317,2024-07-13,Won,No,No,No
BE3010,2025-04-07,Won,No,unknown,No
BE3243,2025-04-21,Won,No,No,No
BE4010,2025-04-15,Won,No,No,No
BE4707,2024-07-19,Won,No,No,No
BE6128,2024-06-07,Won,No,unknown,No
BE6341,2025-06-15,Won,No,No,No
BE6380,2024-07-21,Won,No,No,No
BE6423,2026-01-23,Won,No,No,No
BE6610,2024-05-02,Won,No,No,No
BE7770,2025-03-19,Won,No,unknown,No
BE7832,2025-03-07,Churned,No,No,No
BE8073,2024-08-21,Won,No,No,Yes
BE8073,2025-08-21,Won,No,No,No
BE8531,2024-07-14,Won,No,No,No
BF0014,2024-10-15,Won,No,No,No
BF0014,2025-10-15,Won,No,No,No
BF0267,2025-02-09,Won,No,No,No
BF1151,2025-01-13,Won,No,No,No
BF1378,2024-12-06,Won,No,No,No
BF2665,2025-11-21,Churned,No,Yes,Yes
BF3229,2026-01-29,Won,No,No,No
BF3311,2024-07-21,Won,No,Yes,No
BF4138,2025-11-19,Won,No,Yes,No
BF4326,2025-04-04,Churned,No,unknown,No
BF4745,2024-06-16,Won,No,No,No
BF4745,2025-06-16,Churned,No,No,No
BF5350,2024-07-22,Won,No,No,No
BF5350,2025-07-22,Won,No,No,No
BF6204,2025-03-18,Won,No,No,No
BF7274,2024-08-16,Won,No,No,No
BF7760,2025-07-10,Won,No,Yes,No
BF7992,2024-09-02,Won,No,Yes,Yes
BF8057,2026-01-05,Won,No,Yes,No
BF9224,2024-05-28,Won,No,No,No
BF9224,2025-05-28,Won,No,No,No
BF9277,2025-11-12,Won,No,No,No
BF9589,2025-03-06,Won,No,No,No
BF9627,2024-10-02,Won,No,No,No
BG0433,2025-06-16,Won,No,No,No
BG0706,2024-09-22,Won,No,No,No
BG1694,2025-01-14,Won,No,No,No
BG2983,2024-05-30,Won,No,No,No
BG2983,2025-05-30,Won,No,No,No
BG3169,2026-02-12,Won,No,No,No
BG3242,2024-09-12,Won,No,No,No
BG3242,2025-09-12,Won,No,No,No
BG3643,2024-08-12,Won,No,No,No
BG3722,2025-04-19,Won,No,unknown,No
BG4899,2025-01-28,Won,No,No,No
BG5356,2025-05-11,Won,No,No,No
BG5865,2025-09-21,Won,No,No,No
BG6161,2025-02-27,Churned,No,No,No
BG7344,2024-09-21,Won,No,Yes,Yes
BG7385,2025-01-08,Churned,No,No,No
BG9648,2025-11-25,Won,No,No,No
BG9897,2025-09-18,Won,No,No,No
BG9958,2025-02-04,Won,No,No,No
BH0599,2024-11-04,Churned,No,unknown,No
BH1165,2024-11-10,Won,No,No,No
BH1165,2025-11-10,Won,No,No,No
BH2505,2025-01-04,Won,No,No,No
BH2661,2025-01-28,Won,No,No,No
BH2900,2025-01-28,Won,No,Yes,No
BH3334,2024-07-17,Won,No,No,No
BH3490,2025-02-08,Won,No,No,No
BH3490,2026-02-08,Won,No,Yes,No
BH4811,2025-02-04,Won,No,No,No
BH7671,2025-07-11,Won,No,No,No
BH9011,2025-11-03,Won,No,No,No
BI0292,2025-01-14,Won,No,No,No
BI0292,2026-01-14,Won,No,No,No
BI1194,2025-07-21,Churned,No,No,No
BI1427,2025-01-06,Won,No,No,No
BI2014,2026-01-07,Won,No,No,No
BI3797,2024-06-20,Won,No,No,No
BI3797,2025-06-20,Won,No,Yes,No
BI4356,2025-08-27,Won,No,No,No
BI5136,2025-10-10,Won,No,Yes,No
BI6517,2024-07-12,Won,No,unknown,No
BI7101,2024-06-28,Won,No,No,No
BI7324,2025-02-27,Won,No,No,No
BI8000,2024-12-20,Won,No,No,No
BI8000,2025-12-20,Won,No,No,No
BI8033,2024-06-29,Churned,No,No,No
BI8888,2025-04-18,Won,No,unknown,No
BI9105,2025-06-21,Won,No,No,No
BI9331,2024-09-26,Won,No,No,No
BI9861,2024-06-03,Won,No,No,Yes
BI9861,2025-06-03,Churned,No,No,Yes
BJ1140,2024-09-28,Won,No,No,No
BJ1140,2025-09-28,Won,No,No,No
BJ1330,2026-01-07,Won,No,Yes,No
BJ1434,2025-09-23,Won,No,Yes,No
BJ1668,2025-02-12,Won,No,No,No
BJ1827,2025-09-17,Churned,No,No,No
BJ2609,2024-07-13,Won,No,No,No
BJ2609,2025-07-13,Won,No,No,No
BJ3148,2024-11-01,Won,No,No,No
BJ3242,2024-06-16,Won,No,No,No
BJ3457,2024-11-13,Won,No,No,Yes
BJ3457,2025-11-13,Won,No,No,No
BJ4461,2024-08-17,Won,No,No,No
BJ4513,2025-09-04,Won,unknown,No,No
BJ5371,2024-04-26,Won,No,No,No
BJ5897,2025-03-06,Won,No,No,No
BJ6060,2024-06-15,Won,No,Yes,Yes
BJ6060,2025-06-15,Won,Yes,Yes,No
BJ6291,2025-06-19,Churned,No,Yes,No
BJ7178,2025-02-27,Won,No,No,No
BJ7211,2025-07-07,Won,No,No,No
BJ8470,2025-08-20,Won,No,No,No
BJ8706,2024-10-23,Won,No,No,No
BJ8706,2025-10-23,Won,No,No,No
BJ9145,2025-11-14,Won,No,No,No
BJ9965,2025-01-04,Won,Yes,Yes,Yes
BJ9965,2026-01-04,Won,No,No,No
BJ9981,2025-02-20,Won,No,Yes,No
BK0553,2025-11-23,Won,No,No,No
BK0555,2024-06-07,Won,No,No,No
BK0890,2026-02-17,Won,No,No,No
BK1105,2025-12-11,Churned,No,No,Yes
BK1829,2025-12-04,Won,No,No,No
BK2766,2025-07-01,Churned,Yes,Yes,Yes
BK2987,2024-07-28,Won,No,No,No
BK3094,2024-08-27,Won,No,No,Yes
BK3094,2025-08-27,Won,No,Yes,No
BK3473,2025-11-06,Won,No,No,No
BK4127,2025-01-11,Won,No,No,No
BK4127,2026-01-11,Won,No,No,No
BK4643,2026-02-07,Won,No,No,No
BK5528,2024-06-19,Won,Yes,Yes,No
BK7133,2024-09-06,Won,No,Yes,No
BK7162,2025-10-25,Won,No,No,No
BK8162,2025-06-15,Won,No,No,No
BK8272,2025-06-05,Won,No,No,Yes
BK8368,2025-09-26,Churned,No,No,No
BK9194,2024-04-27,Won,No,No,No
BK9194,2025-04-27,Won,No,No,No
BK9310,2025-01-03,Won,No,No,No
BL0076,2024-09-02,Churned,No,No,No
BL0432,2025-10-11,Won,No,No,No
BL1356,2025-10-01,Won,No,No,No
BL2446,2025-04-07,Won,No,unknown,No
BL2942,2025-08-29,Churned,Yes,Yes,Yes
BL3076,2025-03-15,Won,No,No,No
BL3373,2026-01-06,Won,No,Yes,No
BL3430,2025-03-05,Won,No,No,No
BL3430,2026-03-05,Won,No,No,No
BL3519,2025-11-03,Won,No,No,No
BL4725,2025-01-15,Won,No,No,No
BL5165,2025-12-04,Won,No,No,Yes
BL5856,2024-04-29,Churned,No,No,No
BL6802,2025-03-12,Won,Yes,Yes,No
BL6877,2026-01-21,Churned,No,No,No
BL6994,2025-03-31,Won,No,unknown,No
BL7615,2025-10-16,Won,No,No,No
BL8276,2025-09-11,Won,No,No,No
BL8740,2025-03-31,Churned,Yes,unknown,Yes
BL8828,2025-11-22,Won,No,Yes,No
BL8985,2025-02-14,Won,No,No,No
BL8985,2026-02-14,Won,No,No,No
BM2726,2025-03-17,Won,No,No,No
BM3019,2024-12-10,Won,No,No,No
BM4046,2025-02-14,Won,No,No,No
BM4163,2024-11-23,Won,No,No,No
BM4163,2025-11-23,Won,No,No,No
BM5107,2025-12-16,Won,No,No,No
BM5838,2024-07-23,Churned,No,No,No
BM6196,2025-08-08,Won,No,No,No
BM6436,2025-03-24,Won,No,unknown,No
BM7235,2024-06-14,Won,No,No,No
BM7376,2026-01-29,Won,No,No,No
BM8143,2024-08-30,Won,No,No,No
BM8143,2025-08-30,Won,No,No,No
BM9226,2024-12-16,Won,No,No,No
BM9304,2026-01-16,Won,No,No,No
BM9704,2025-08-20,Won,No,Yes,Yes
BN0152,2025-04-25,Won,No,No,No
BN0600,2025-03-28,Won,No,unknown,No
BN1022,2025-07-09,Won,No,No,No
BN1119,2024-08-17,Won,No,Yes,No
BN1119,2025-08-17,Won,No,No,No
BN1860,2024-06-28,Won,No,No,No
BN1860,2025-06-28,Won,No,Yes,No
BN2779,2024-07-05,Churned,No,No,No
BN3398,2025-02-08,Won,No,No,No
BN3398,2026-02-08,Won,No,No,No
BN3837,2026-01-31,Won,No,No,No
BN4352,2025-06-23,Won,No,No,No
BN4572,2026-01-13,Won,No,No,No
BN4610,2025-10-16,Won,No,No,No
BN4663,2025-03-17,Won,No,No,No
BN5118,2024-08-15,Won,No,No,No
BN5118,2025-08-15,Won,No,No,No
BN5196,2024-09-11,Won,No,No,No
BN5196,2025-09-11,Won,No,No,No
BN5545,2024-05-11,Won,No,No,No
BN5545,2025-05-11,Won,No,unknown,No
BN5569,2025-01-03,Won,No,No,No
BN6621,2025-11-17,Won,No,No,No
BN6666,2024-08-21,Won,No,No,No
BN6812,2024-06-30,Churned,No,Yes,No
BN6989,2025-11-18,Won,No,No,No
BN7336,2024-08-28,Won,No,Yes,Yes
BN7757,2024-11-04,Won,No,No,No
BN8008,2024-05-07,Churned,Yes,No,Yes
BN8330,2025-01-08,Won,No,Yes,Yes
BN8330,2026-01-08,Won,No,Yes,No
BN9448,2024-11-19,Won,No,No,No
BO0045,2024-06-30,Churned,No,Yes,Yes
BO0414,2026-01-18,Churned,Yes,Yes,No
BO0807,2024-04-25,Won,No,No,No
BO1296,2025-02-12,Won,No,Yes,No
BO1751,2024-08-27,Won,No,No,No
BO2248,2024-08-07,Won,No,No,No
BO2248,2025-08-07,Won,No,No,No
BO2621,2024-09-27,Won,No,No,No
BO2621,2025-09-27,Won,No,No,No
BO3166,2025-02-10,Won,No,No,No
BO4050,2024-06-28,Won,No,No,No
BO4069,2024-10-11,Won,No,No,No
BO4169,2024-05-19,Churned,No,No,No
BO4488,2025-01-05,Won,No,No,No
BO4488,2026-01-05,Won,No,No,No
BO4601,2024-12-01,Churned,No,No,No
BO5363,2024-12-11,Won,No,No,No
BO5363,2025-12-11,Won,No,No,No
BO6197,2024-12-04,Won,unknown,No,No
BO6552,2026-01-12,Won,No,No,No
BO6920,2024-06-27,Won,No,No,Yes
BO6920,2025-06-27,Won,No,No,Yes
BO7033,2025-08-14,Won,No,No,No
BO8173,2024-05-10,Won,No,Yes,No
BO8173,2025-05-10,Won,No,No,No
BO8297,2025-04-30,Won,No,No,No
BO9614,2025-08-02,Won,No,No,No
BO9629,2025-03-12,Won,No,No,No
BO9876,2024-05-31,Won,No,Yes,No
BP1037,2024-06-21,Won,No,No,No
BP2055,2024-05-04,Churned,No,No,No
BP3222,2024-06-17,Won,No,No,Yes
BP3222,2025-06-17,Won,No,No,No
BP3397,2025-01-31,Won,No,No,No
BP3768,2026-01-23,Won,No,No,No
BP4154,2025-09-29,Won,No,No,No
BP4568,2025-12-21,Won,No,No,No
BP4638,2025-02-27,Won,No,No,No
BP4705,2024-06-21,Won,No,Yes,No
BP5009,2025-02-15,Won,No,No,No
BP5170,2024-10-28,Won,No,No,No
BP6657,2025-03-01,Won,No,No,No
BP7359,2025-09-09,Won,No,Yes,No
BP8402,2026-01-23,Won,No,unknown,No
BP8732,2026-02-26,Won,No,No,No
BP8856,2024-10-04,Won,unknown,No,No
BP8916,2025-01-26,Won,No,No,No
BP8916,2026-01-26,Churned,No,No,No
BP9127,2024-08-31,Won,No,Yes,No
BP9127,2025-08-31,Churned,Yes,No,No
BP9797,2024-07-28,Won,No,No,No
BP9896,2024-10-03,Won,No,No,No
BQ0037,2025-12-17,Won,No,No,No
BQ0096,2025-03-28,Won,Yes,unknown,Yes
BQ1749,2025-12-10,Won,No,No,No
BQ1874,2025-01-09,Churned,No,Yes,No
BQ2194,2025-09-01,Churned,No,No,No
BQ3202,2025-03-16,Won,No,No,Yes
BQ3436,2025-05-18,Won,No,No,No
BQ4006,2026-01-31,Won,No,No,No
BQ4676,2026-01-17,Churned,No,No,No
BQ5181,2024-05-15,Won,No,No,No
BQ5666,2025-05-17,Won,No,No,No
BQ5876,2025-04-17,Won,No,unknown,No
BQ5946,2024-06-18,Won,No,No,No
BQ5946,2025-06-18,Won,No,No,No
BQ6007,2025-03-18,Won,No,No,No
BQ6349,2026-01-17,Won,No,No,No
BQ7332,2025-08-30,Won,No,No,No
BQ9317,2025-09-14,Won,No,No,No
BQ9358,2024-09-01,Won,No,No,No
BQ9402,2024-12-07,Won,No,No,No
BQ9402,2025-12-07,Won,No,No,No
BQ9684,2025-08-17,Won,No,Yes,Yes
BR0262,2025-04-01,Won,No,unknown,No
BR0397,2025-01-16,Won,No,No,No
BR0894,2025-11-04,Won,No,No,No
BR0908,2026-01-14,Won,No,No,No
BR1038,2025-01-28,Won,No,No,No
BR1298,2024-07-12,Won,No,No,No
BR3266,2025-02-27,Won,No,No,No
BR3266,2026-02-27,Won,No,No,No
BR4251,2025-10-03,Won,No,No,No
BR4254,2025-09-29,Won,No,No,No
BR4263,2024-10-03,Won,No,No,No
BR4263,2025-10-03,Won,No,Yes,No
BR4987,2025-11-29,Won,No,No,No
BR5065,2026-03-10,Won,No,No,Yes
BR5192,2025-02-03,Won,No,No,Yes
BR5318,2025-11-28,Won,No,No,No
BR6387,2026-01-21,Won,No,No,Yes
BR6865,2026-01-21,Won,No,No,No
BR7359,2024-07-05,Won,No,No,No
BR7362,2026-01-09,Won,No,No,No
BR7429,2024-11-18,Won,No,No,No
BR7429,2025-11-18,Won,No,No,No
BR7840,2025-09-16,Won,No,No,No
BR8060,2026-01-22,Won,No,No,No
BR8299,2026-01-22,Won,No,No,No
BR8538,2025-01-22,Won,No,No,No
BR8538,2026-01-22,Won,No,No,No
BS0182,2024-06-13,Won,No,Yes,No
BS0706,2026-01-04,Won,No,No,No
BS0844,2025-11-24,Won,No,Yes,Yes
BS1155,2026-02-28,Won,No,No,No
BS2121,2025-12-11,Won,No,No,No
BS2328,2025-11-01,Won,No,No,No
BS2724,2025-01-15,Won,No,No,No
BS3448,2026-02-25,Churned,No,No,No
BS4163,2024-05-07,Churned,No,No,No
BS5040,2024-09-13,Won,No,No,No
BS5492,2025-09-30,Won,No,No,No
BS6586,2025-08-28,Won,No,No,No
BS6658,2025-03-01,Won,No,No,No
BS6658,2026-03-01,Churned,No,Yes,No
BS6673,2024-04-28,Won,No,No,No
BS6757,2024-09-23,Churned,Yes,No,No
BS7869,2025-03-29,Won,No,unknown,No
BS8337,2026-01-23,Won,No,No,No
BS8549,2025-03-05,Won,No,No,No
BS8549,2026-03-05,Won,No,No,No
BS9473,2024-08-07,Won,No,No,No
BS9754,2025-04-29,Won,No,No,No
BT1205,2026-01-22,Won,No,Yes,No
BT2595,2024-10-14,Won,No,No,No
BT2639,2024-10-17,Won,No,No,No
BT2639,2025-10-17,Won,No,No,No
BT3605,2025-02-09,Won,No,No,No
BT3801,2024-09-15,Won,No,Yes,No
BT3801,2025-09-15,Won,No,No,No
BT3852,2024-10-07,Won,unknown,Yes,No
BT4128,2025-09-26,Won,No,No,No
BT4355,2025-08-24,Won,No,No,No
BT5665,2024-11-14,Won,No,No,No
BT5665,2025-11-14,Won,No,No,No
BT5907,2025-11-28,Won,No,No,No
BT6068,2024-06-06,Won,No,No,No
BT6279,2024-06-13,Won,No,No,Yes
BT6279,2025-06-13,Won,No,No,No
BT6952,2024-11-25,Won,No,No,No
BT6974,2024-09-26,Won,No,No,No
BT7636,2024-10-28,Churned,No,Yes,No
BT7658,2025-01-05,Won,No,No,No
BT7658,2026-01-05,Churned,No,No,No
BT7804,2024-09-29,Churned,No,No,No
BT8417,2024-12-16,Won,No,No,No
BT9232,2025-05-24,Churned,No,Yes,No
BT9301,2024-04-27,Won,No,No,No
BT9301,2025-04-27,Won,No,No,No
BU0060,2024-05-31,Won,No,No,No
BU0216,2026-03-07,Won,No,No,No
BU0788,2025-06-28,Won,No,No,No
BU1721,2025-01-24,Won,unknown,No,No
BU1883,2025-02-23,Churned,Yes,Yes,No
BU2029,2025-11-09,Won,No,No,No
BU2202,2025-01-30,Won,No,No,No
BU2202,2026-01-30,Won,No,Yes,Yes
BU2656,2024-11-08,Won,No,No,No
BU2786,2024-06-10,Won,No,No,No
BU2786,2025-06-10,Won,No,Yes,No
BU3206,2025-07-31,Won,No,Yes,No
BU3364,2025-06-14,Won,No,No,No
BU3523,2025-04-09,Won,No,unknown,No
BU3536,2025-05-30,Won,No,No,No
BU3622,2026-02-21,Won,No,No,No
BU3744,2024-06-29,Won,No,No,No
BU3744,2025-06-29,Won,No,No,No
BU3766,2024-11-04,Won,No,No,No
BU3766,2025-11-04,Won,No,No,No
BU3923,2025-06-10,Won,No,No,Yes
BU4236,2025-12-04,Won,No,No,No
BU4779,2025-09-05,Won,No,No,No
BU4846,2026-01-13,Won,No,Yes,No
BU5666,2025-06-20,Churned,No,No,No
BU7217,2025-02-16,Won,No,No,No
BU7217,2026-02-16,Won,No,No,No
BU7241,2025-02-20,Won,No,No,No
BU7305,2024-09-27,Won,No,No,No
BU8157,2024-06-09,Won,No,No,No
BU8157,2025-06-09,Won,No,No,No
BU8201,2024-08-04,Won,No,No,No
BU8316,2025-04-14,Won,No,No,No
BU8870,2024-10-17,Won,No,No,No
BU8870,2025-10-17,Won,No,Yes,Yes
BU9126,2025-04-01,Won,No,unknown,No
BU9510,2024-06-12,Churned,No,No,No
BV1338,2025-01-17,Won,No,No,No
BV1725,2024-05-31,Won,No,No,No
BV3412,2025-10-02,Won,No,No,No
BV3614,2024-10-04,Churned,Yes,Yes,No
BV3712,2026-02-21,Won,No,No,No
BV3868,2024-09-27,Won,No,No,No
BV4733,2025-03-01,Won,No,No,No
BV4733,2026-03-01,Won,No,No,No
BV4806,2024-05-10,Won,No,No,No
BV5334,2024-04-30,Won,No,No,No
BV6045,2024-10-01,Won,No,Yes,No
BV6045,2025-10-01,Won,No,Yes,No
BV6182,2024-09-15,Won,No,No,No
BV6360,2024-10-09,Won,No,No,No
BV7890,2024-09-22,Won,No,No,No
BV8581,2024-05-19,Won,No,No,No
BV8581,2025-05-19,Won,No,No,No
BV9123,2024-06-22,Won,No,No,No
BV9927,2024-08-01,Won,No,No,No
BW0139,2025-09-23,Won,No,No,No
BW0406,2025-11-08,Won,No,Yes,No
BW0604,2024-11-03,Churned,No,unknown,No
BW2160,2025-03-18,Churned,No,No,No
BW2680,2024-12-02,Won,No,No,No
BW2680,2025-12-02,Won,No,No,No
BW2926,2025-08-06,Won,No,No,No
BW2944,2024-10-31,Won,No,No,Yes
BW3274,2025-11-14,Won,No,No,No
BW3461,2025-10-23,Won,No,No,No
BW3545,2025-01-09,Won,No,No,No
BW3545,2026-01-09,Won,No,No,No
BW3603,2026-02-11,Won,No,Yes,Yes
BW4000,2025-06-05,Won,No,Yes,No
BW4097,2024-05-19,Won,No,No,No
BW4097,2025-05-19,Won,Yes,Yes,No
BW4871,2025-03-02,Churned,No,No,No
BW5244,2025-12-18,Won,No,No,No
BW6102,2024-10-25,Won,No,No,No
BW6102,2025-10-25,Won,No,No,No
BW6607,2026-03-05,Won,No,No,No
BW6658,2025-02-28,Won,No,No,Yes
BW8786,2025-05-06,Won,No,No,No
BW9206,2026-01-30,Won,No,Yes,No
BW9346,2025-07-03,Won,Yes,Yes,No
BW9935,2025-09-05,Won,No,No,No
BX0239,2024-07-14,Won,No,No,No
BX0239,2025-07-14,Won,No,No,No
BX0353,2025-10-05,Won,No,No,No
BX0815,2024-10-19,Won,No,No,No
BX0815,2025-10-19,Won,No,No,No
BX4495,2024-10-31,Won,No,No,No
BX5070,2024-10-28,Won,No,No,No
BX7133,2024-10-20,Won,No,Yes,No
BX7956,2024-05-25,Won,No,Yes,No
BX7956,2025-05-25,Won,No,No,No
BX8126,2025-01-14,Won,No,No,No
BX8961,2025-02-28,Won,No,No,No
BX9959,2026-02-28,Won,No,No,No
BX9989,2025-06-29,Won,No,No,No
BY0093,2024-10-12,Won,No,No,No
BY1050,2025-07-22,Won,No,No,No
BY1459,2025-03-14,Churned,No,No,No
BY2245,2025-02-15,Won,No,Yes,No
BY2539,2026-02-27,Won,No,No,No
BY3785,2025-02-09,Won,No,No,No
BY4007,2025-01-04,Won,No,No,No
BY5022,2025-10-09,Won,No,No,No
BY5342,2025-10-15,Won,No,No,No
BY5801,2025-12-18,Won,No,Yes,No
BY5856,2025-03-04,Won,No,No,No
BY5856,2026-03-04,Won,No,No,No
BY7269,2025-07-27,Won,No,No,No
BY7564,2024-06-22,Won,No,No,No
BY7564,2025-06-22,Won,No,No,No
BY7690,2024-11-08,Won,No,No,No
BY8020,2025-11-02,Won,No,No,No
BY8095,2025-06-19,Won,No,No,No
BY8178,2025-11-28,Won,No,No,No
BY9030,2024-07-04,Won,No,No,No
BY9112,2024-06-30,Churned,No,No,No
BY9508,2024-09-13,Won,No,No,No
BZ0371,2025-08-01,Won,No,No,No
BZ0389,2025-03-15,Won,No,No,No
BZ0743,2024-05-04,Won,No,No,No
BZ1029,2024-10-18,Won,No,No,No
BZ1159,2025-06-08,Won,No,Yes,No
BZ1162,2025-05-17,Won,No,Yes,No
BZ1297,2025-02-22,Won,No,No,No
BZ1297,2026-02-22,Won,No,No,No
BZ2181,2025-12-10,Won,No,No,No
BZ2358,2024-11-28,Won,No,Yes,Yes
BZ2396,2024-06-15,Won,No,Yes,No
BZ2423,2025-07-04,Won,No,No,No
BZ2896,2025-05-30,Won,No,No,No
BZ3000,2024-11-28,Won,No,No,No
BZ3000,2025-11-28,Won,No,No,No
BZ3606,2025-01-19,Won,No,No,No
BZ3606,2026-01-19,Won,No,No,No
BZ4347,2025-04-08,Won,No,unknown,No
BZ4377,2024-09-10,Won,No,Yes,No
BZ4682,2024-09-06,Won,No,No,No
BZ4772,2025-02-21,Won,No,No,No
BZ4772,2026-02-21,Won,No,No,No
BZ4981,2024-10-20,Won,No,No,No
BZ6558,2025-07-24,Won,No,No,No
BZ7302,2025-04-12,Churned,No,unknown,No
BZ8645,2025-06-26,Won,No,No,No
BZ9132,2025-02-28,Won,No,Yes,Yes
BZ9277,2024-09-26,Won,No,No,No
BZ9501,2025-01-29,Won,No,No,No
BZ9671,2025-03-20,Won,No,No,No
BZ9994,2026-01-18,Churned,No,No,No
CA2174,2024-12-01,Churned,No,No,No
CA2631,2024-09-26,Won,No,Yes,Yes
CA4250,2026-01-14,Won,No,No,No
CA4261,2024-06-26,Won,No,No,No
CA4396,2024-10-13,Won,No,Yes,No
CA5517,2025-04-29,Won,No,No,No
CA6563,2025-04-24,Won,No,unknown,No
CA7593,2025-03-03,Won,No,No,No
